"","RR","DET","NRLINE","maxL","L","ENTR","rENTR","LAM","TT","type","filename"
"1",5.53157405874219,93.612347858159,73010,42,3.89353513217368,1.85451483273861,0.525900519754847,96.8728594762632,5.18175092478422,"Resp","Study2_SurrogateGroup9&8d_TurnTaking.csv"
"2",0.718249137744312,85.1003051353632,6172,28,4.24756966947505,1.97940129822768,0.614935588050752,92.3781081607479,5.8627935723115,"HR","Study2_SurrogateGroup9&8d_TurnTaking.csv"
"3",5.01614948423843,85.3465713279273,67527,22,3.48035600574585,1.66098765430898,0.545565910018715,97.543659598575,6.18307168178261,"Resp","Study2_SurrogateGroup9&8d_Synchronous.csv"
"4",3.92929328490914,93.3803677705321,21636,142,7.27366426326493,2.66679874181942,0.584267157094737,97.4758053510078,11.7912001148435,"HR","Study2_SurrogateGroup9&8d_Synchronous.csv"
"5",4.5942281555706,89.2223451371294,67696,25,3.32405164263767,1.577707608934,0.510412792040393,95.6726022671853,4.28264882325796,"Resp","Study2_SurrogateGroup9&8d_Conversation.csv"
"6",0.917780921189609,84.694136774718,8380,27,3.97840095465394,1.86872821202582,0.573564407996525,93.8243064729194,5.60780443364713,"HR","Study2_SurrogateGroup9&8d_Conversation.csv"
"7",5.34629809665427,91.0972323019629,76696,22,3.4860227391259,1.66793939758599,0.547849270847617,97.1767640114074,5.5213822476043,"Resp","Study2_SurrogateGroup9&8c_TurnTaking.csv"
"8",2.34103614304456,98.2531272408573,8112,230,12.1614891518738,3.04735410926119,0.669177973361978,99.5368894908772,24.2756861792567,"HR","Study2_SurrogateGroup9&8c_TurnTaking.csv"
"9",5.20734567911355,90.2359505360922,69361,37,3.71899194071597,1.77978724675016,0.53411705113399,97.6289507284907,6.0181782895588,"Resp","Study2_SurrogateGroup9&8c_Synchronous.csv"
"10",4.20100903675204,97.4037506313026,14499,181,12.1046279053728,3.02881592171428,0.633759710557786,99.8418274754,22.6971990915973,"HR","Study2_SurrogateGroup9&8c_Synchronous.csv"
"11",5.56842523082988,89.8252133718477,81964,25,3.35005612219999,1.5925864973997,0.507922001357533,95.918046891101,4.68055998978354,"Resp","Study2_SurrogateGroup9&8c_Conversation.csv"
"12",4.02309047640253,98.9058370809959,11687,219,14.6028921023359,3.12218228457061,0.607925393264428,99.7647086095786,29.8036703601108,"HR","Study2_SurrogateGroup9&8c_Conversation.csv"
"13",6.26551897944659,93.4878109054964,78680,55,4.0868835790544,1.91702096515095,0.500705280705809,97.0228663633324,5.31071962825042,"Resp","Study2_SurrogateGroup9&8b_TurnTaking.csv"
"14",1.55654842189664,91.0007339614446,11247,29,5.40170712189917,2.2986502951049,0.697440555633944,92.7412711013915,6.13505747126437,"HR","Study2_SurrogateGroup9&8b_TurnTaking.csv"
"15",6.77527834657553,95.5611000728614,72271,52,4.91800307177153,2.21125472181569,0.574329857077052,98.0558639992042,7.26654712094043,"Resp","Study2_SurrogateGroup9&8b_Synchronous.csv"
"16",6.43612406596253,95.5261403813829,33853,206,7.78950166898059,2.73929256104542,0.576257618119972,96.3491856488727,9.41020379281064,"HR","Study2_SurrogateGroup9&8b_Synchronous.csv"
"17",6.07024237797353,90.7152610019956,86091,28,3.51134264905739,1.67516386711816,0.514154153374296,96.4451513196393,4.61341582452917,"Resp","Study2_SurrogateGroup9&8b_Conversation.csv"
"18",1.34298086681848,92.4584642627732,10155,82,5.24441161989168,2.28818612743054,0.660230955734992,93.8751063349595,5.89479995639376,"HR","Study2_SurrogateGroup9&8b_Conversation.csv"
"19",4.99088375231276,92.2210218189516,69794,32,3.62021090638164,1.73314325894087,0.531949633387273,97.9520552445051,5.83681680767307,"Resp","Study2_SurrogateGroup9&8a_TurnTaking.csv"
"20",0.662922084447316,91.8228818626244,4154,47,6.28502648050072,2.5259576099336,0.716307250010561,94.1370942215032,7.92831753554502,"HR","Study2_SurrogateGroup9&8a_TurnTaking.csv"
"21",4.61311825218698,79.9797823443004,62878,19,3.22122204904736,1.51091792785221,0.522741728196227,88.8893715152185,3.90783626137074,"Resp","Study2_SurrogateGroup9&8a_Synchronous.csv"
"22",1.79732485653553,90.5134391863844,10581,107,6.59436726207353,2.55923197212727,0.641574882790404,93.6617891241179,8.44863093845074,"HR","Study2_SurrogateGroup9&8a_Synchronous.csv"
"23",4.34483151837212,88.5127203206494,65067,24,3.24460940261577,1.53532339585524,0.504290386180664,95.2762078854249,4.56158416636557,"Resp","Study2_SurrogateGroup9&8a_Conversation.csv"
